"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 01 10:44:13 UTC 2023","Fri Dec 01 10:44:15 UTC 2023","1902","tests","test_horizontal_slider_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:03 UTC 2023","Fri Dec 01 10:44:04 UTC 2023","372","tests","test_hover_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:53 UTC 2023","Fri Dec 01 10:43:54 UTC 2023","402","tests","test_checkboxes_page","","","","test_press_checkbox[Browser: Chrome]",""
"skipped","Fri Dec 01 10:43:56 UTC 2023","Fri Dec 01 10:43:57 UTC 2023","322","tests","test_broken_image_page","","","","test_go_to_broken_image[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:17 UTC 2023","Fri Dec 01 10:44:18 UTC 2023","781","tests","test_key_presses_page","","","","test_result_entered_text[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:19 UTC 2023","Fri Dec 01 10:44:19 UTC 2023","741","tests","test_notification_message_page","","","","test_present_notification[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:17 UTC 2023","Fri Dec 01 10:44:18 UTC 2023","459","tests","test_key_presses_page","","","","test_dont_present_result[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:12 UTC 2023","Fri Dec 01 10:44:13 UTC 2023","490","tests","test_entry_ad_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:13 UTC 2023","Fri Dec 01 10:44:14 UTC 2023","631","tests","test_js_alerts_page","","","","test_js_confirm_alert_result[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:51 UTC 2023","Fri Dec 01 10:43:52 UTC 2023","897","tests","test_add_remove","","","","test_add_element[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:51 UTC 2023","Fri Dec 01 10:43:52 UTC 2023","1012","tests","test_ab_testing","","","","test_ab_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:17 UTC 2023","Fri Dec 01 10:44:18 UTC 2023","725","tests","test_multiple_window_page","","","","test_go_to_new_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:11 UTC 2023","Fri Dec 01 10:44:11 UTC 2023","511","tests","test_js_alerts_page","","","","test_js_alert_dont_present[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:08 UTC 2023","Fri Dec 01 10:44:09 UTC 2023","1427","tests","test_infinity_scroll_page","","","","test_scroll_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:08 UTC 2023","Fri Dec 01 10:44:09 UTC 2023","470","tests","test_jquery_page","","","","test_go_to_page[Browser: Chrome]",""
"skipped","Fri Dec 01 10:44:25 UTC 2023","Fri Dec 01 10:44:26 UTC 2023","288","tests","test_secure_download_page","","","","test_download[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:19 UTC 2023","Fri Dec 01 10:44:25 UTC 2023","6092","tests","test_notification_message_page","","","","test_close_notification[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:58 UTC 2023","Fri Dec 01 10:43:59 UTC 2023","865","tests","test_drag_and_drop_page","","","","test_drag_and_drop[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:04 UTC 2023","Fri Dec 01 10:44:05 UTC 2023","639","tests","test_hover_page","","","","test_show_profile_hover[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:07 UTC 2023","Fri Dec 01 10:44:10 UTC 2023","2256","tests","test_hover_page","","","","test_all_profiles_hover_present[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:23 UTC 2023","Fri Dec 01 10:44:23 UTC 2023","444","tests","test_status_code_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:57 UTC 2023","Fri Dec 01 10:43:57 UTC 2023","553","tests","test_dynamic_loading_page","","","","test_first_example_show_load_bar[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:02 UTC 2023","Fri Dec 01 10:44:03 UTC 2023","663","tests","test_frames_page","","","","test_nested_frames[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:20 UTC 2023","Fri Dec 01 10:44:21 UTC 2023","517","tests","test_redirect_link_page","","","","test_go_to_redirect_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:52 UTC 2023","Fri Dec 01 10:43:52 UTC 2023","216","tests","test_basic_auth_page","","","","test_unsuccessful_basic_auth_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:14 UTC 2023","Fri Dec 01 10:44:15 UTC 2023","513","tests","test_js_alerts_page","","","","test_js_prompt_alert_result[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:55 UTC 2023","Fri Dec 01 10:43:55 UTC 2023","278","tests","test_dropdown_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:52 UTC 2023","Fri Dec 01 10:43:57 UTC 2023","4595","tests","test_add_remove","","","","test_remove_multiple_elements[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:24 UTC 2023","Fri Dec 01 10:44:24 UTC 2023","468","tests","test_status_code_page","","","","test_go_to_status_501_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:59 UTC 2023","Fri Dec 01 10:44:00 UTC 2023","725","tests","test_form_authentication_page","","","","test_login[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:02 UTC 2023","Fri Dec 01 10:44:02 UTC 2023","307","tests","test_file_downloader_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:23 UTC 2023","Fri Dec 01 10:44:23 UTC 2023","621","tests","test_shifting_content_page","","","","test_example_3_100_pixel_shift[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:21 UTC 2023","Fri Dec 01 10:44:22 UTC 2023","724","tests","test_shifting_content_page","","","","test_example_1_100_pixel_shift[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:16 UTC 2023","Fri Dec 01 10:44:16 UTC 2023","630","tests","test_js_alerts_page","","","","test_js_prompt_cancel_alert_result[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:58 UTC 2023","Fri Dec 01 10:43:59 UTC 2023","500","tests","test_form_authentication_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:58 UTC 2023","Fri Dec 01 10:44:04 UTC 2023","5810","tests","test_dynamic_loading_page","","","","test_first_example_final_text_present[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:20 UTC 2023","Fri Dec 01 10:44:21 UTC 2023","303","tests","test_shadowdom_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:55 UTC 2023","Fri Dec 01 10:43:56 UTC 2023","375","tests","test_dynamic_content_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:15 UTC 2023","Fri Dec 01 10:44:15 UTC 2023","523","tests","test_js_alerts_page","","","","test_js_alert_result[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:06 UTC 2023","Fri Dec 01 10:44:07 UTC 2023","363","tests","test_infinity_scroll_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:01 UTC 2023","Fri Dec 01 10:44:02 UTC 2023","377","tests","test_dropdown_page","","","","test_select_dropdown_element[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:54 UTC 2023","Fri Dec 01 10:43:55 UTC 2023","543","tests","test_disappearing_elements_page","","","","test_change_element_counts[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:58 UTC 2023","Fri Dec 01 10:44:00 UTC 2023","2007","tests","test_challenging_dom_page","","","","test_unique_elements_after_click_button[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:19 UTC 2023","Fri Dec 01 10:44:20 UTC 2023","417","tests","test_redirect_link_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:51 UTC 2023","Fri Dec 01 10:43:52 UTC 2023","1049","tests","test_add_remove","","","","test_add_multiple_elements[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:09 UTC 2023","Fri Dec 01 10:44:10 UTC 2023","923","tests","test_jquery_page","","","","test_go_back_to_menu[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:03 UTC 2023","Fri Dec 01 10:44:05 UTC 2023","1586","tests","test_frames_page","","","","test_iframes[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:24 UTC 2023","Fri Dec 01 10:44:24 UTC 2023","496","tests","test_status_code_page","","","","test_go_to_status_404_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:53 UTC 2023","Fri Dec 01 10:43:54 UTC 2023","606","tests","test_conext_menu_page","","","","test_should_view_context[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:12 UTC 2023","Fri Dec 01 10:44:12 UTC 2023","585","tests","test_js_alerts_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:01 UTC 2023","Fri Dec 01 10:44:01 UTC 2023","316","tests","test_frames_page","","","","test_go_to_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:56 UTC 2023","Fri Dec 01 10:43:58 UTC 2023","1455","tests","test_entry_ad_page","","","","test_close_popup[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:22 UTC 2023","Fri Dec 01 10:44:23 UTC 2023","552","tests","test_status_code_page","","","","test_go_to_status_200_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:04 UTC 2023","Fri Dec 01 10:44:05 UTC 2023","584","tests","test_dynamic_loading_page","","","","test_second_example_show_load_bar[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:18 UTC 2023","Fri Dec 01 10:44:19 UTC 2023","1023","tests","test_notification_message_page","","","","test_unsuccess_notification[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:23 UTC 2023","Fri Dec 01 10:44:23 UTC 2023","548","tests","test_status_code_page","","","","test_go_to_status_301_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:07 UTC 2023","Fri Dec 01 10:44:08 UTC 2023","762","tests","test_inputs_page","","","","test_change_number[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:53 UTC 2023","Fri Dec 01 10:43:53 UTC 2023","455","tests","test_checkboxes_page","","","","test_present_checkboxes_page[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:20 UTC 2023","Fri Dec 01 10:44:20 UTC 2023","293","tests","test_secure_download_page","","","","test_success_login[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:59 UTC 2023","Fri Dec 01 10:44:01 UTC 2023","2613","tests","test_entry_ad_page","","","","test_re_enable_popup[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:02 UTC 2023","Fri Dec 01 10:44:03 UTC 2023","700","tests","test_form_authentication_page","","","","test_failed_login[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:16 UTC 2023","Fri Dec 01 10:44:16 UTC 2023","448","tests","test_js_onload_page","","","","test_error_in_console[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:55 UTC 2023","Fri Dec 01 10:43:56 UTC 2023","855","tests","test_dynamic_content_page","","","","test_change_content[Browser: Chrome]",""
"passed","Fri Dec 01 10:44:03 UTC 2023","Fri Dec 01 10:44:07 UTC 2023","3884","tests","test_geolocation_page","","","","test_google_link[Browser: Chrome]",""
"passed","Fri Dec 01 10:43:56 UTC 2023","Fri Dec 01 10:43:57 UTC 2023","735","tests","test_file_uploader_page","","","","test_upload_drag_and_drop_file[Browser: Chrome]",""
